422, 1
424, 1
429, 1
430, 1
434, 2
435, 1
437, 2
439, 1
440, 1
441, 1
442, 1
443, 2
446, 2
447, 1
449, 2
452, 1
456, 1
457, 2
459, 1
462, 2
463, 1
464, 1
465, 1
466, 1
469, 1
470, 1
472, 2
475, 1
477, 2
478, 1
481, 1
483, 1
484, 2
487, 1
489, 2
490, 2
491, 1
492, 1
493, 1
501, 1
503, 1
505, 1
506, 4
508, 2
509, 1
511, 1
512, 1
513, 4
514, 1
515, 2
517, 1
519, 2
520, 2
521, 1
522, 1
523, 1
524, 1
526, 2
528, 3
529, 1
532, 2
533, 1
534, 2
535, 1
536, 2
541, 1
542, 1
543, 1
544, 1
546, 2
548, 2
549, 2
550, 2
551, 2
552, 1
553, 2
555, 2
556, 1
557, 2
558, 1
561, 1
565, 1
566, 1
567, 2
568, 2
569, 2
570, 1
571, 2
572, 2
575, 1
576, 2
577, 1
578, 1
579, 3
580, 1
581, 1
583, 1
585, 1
586, 2
588, 3
590, 2
591, 1
594, 2
595, 2
596, 2
598, 3
599, 2
601, 3
603, 2
604, 3
605, 1
608, 1
609, 1
611, 1
613, 1
615, 1
616, 1
617, 3
619, 1
621, 3
622, 1
623, 2
625, 1
626, 1
627, 2
628, 1
632, 1
633, 2
635, 2
636, 2
637, 1
638, 2
640, 2
641, 1
644, 1
645, 2
648, 2
649, 2
650, 2
651, 3
653, 1
654, 2
655, 3
657, 1
659, 1
661, 2
662, 2
663, 1
667, 1
668, 2
671, 1
672, 1
673, 1
674, 1
675, 1
676, 2
678, 2
679, 2
681, 3
683, 1
684, 2
685, 3
686, 1
687, 2
688, 1
691, 1
692, 2
693, 2
695, 2
696, 1
699, 2
701, 1
702, 1
703, 1
704, 2
706, 1
707, 1
708, 1
709, 3
710, 1
711, 2
712, 1
713, 4
714, 2
716, 3
718, 2
720, 1
722, 1
723, 2
725, 1
726, 1
729, 1
730, 1
731, 1
733, 2
735, 1
738, 2
739, 1
740, 1
741, 1
744, 3
745, 2
748, 1
749, 1
751, 1
752, 1
754, 4
755, 4
756, 3
758, 2
760, 1
762, 2
765, 2
767, 4
768, 1
769, 1
770, 1
774, 1
775, 2
779, 1
781, 1
782, 1
783, 1
784, 1
785, 2
787, 1
788, 2
789, 1
791, 1
792, 2
794, 1
795, 1
796, 2
798, 3
799, 1
800, 2
801, 1
802, 2
806, 1
807, 1
809, 1
810, 2
813, 1
815, 1
816, 2
817, 1
821, 1
823, 1
824, 1
825, 1
826, 2
827, 2
828, 1
829, 2
830, 1
831, 1
832, 1
833, 3
835, 1
837, 1
838, 3
839, 1
841, 2
842, 4
843, 2
844, 3
845, 1
846, 2
847, 1
848, 2
849, 3
851, 1
852, 3
853, 2
854, 4
855, 2
856, 2
857, 2
858, 1
860, 2
861, 3
862, 1
863, 3
865, 1
866, 2
867, 1
868, 4
869, 2
872, 2
876, 1
877, 3
879, 2
880, 1
882, 3
884, 2
885, 1
886, 1
887, 2
888, 1
890, 4
891, 2
893, 1
895, 2
896, 2
897, 3
898, 4
900, 3
901, 1
902, 2
903, 2
904, 4
905, 1
906, 1
908, 1
910, 1
911, 2
912, 1
916, 4
917, 1
918, 3
920, 2
922, 1
923, 1
924, 4
925, 1
926, 1
928, 1
929, 1
930, 1
931, 1
940, 1
945, 2
946, 1
948, 1
950, 1
952, 2
954, 1
955, 1
956, 1
958, 2
964, 2
965, 1
966, 1
967, 1
968, 1
972, 1
973, 1
975, 2
977, 1
982, 3
983, 1
984, 2
985, 1
988, 2
989, 2
990, 1
991, 1
994, 4
995, 2
1002, 1
1003, 1
1004, 2
1006, 2
1007, 1
1008, 1
1009, 1
1013, 2
1015, 2
1016, 4
1017, 2
1018, 2
1019, 1
1021, 1
1022, 3
1024, 2
1025, 2
1027, 1
1028, 1
1029, 3
1030, 1
1031, 2
1032, 3
1034, 1
1035, 2
1036, 3
1037, 3
1038, 2
1041, 2
1042, 1
1043, 2
1044, 1
1046, 1
1050, 2
1051, 1
1052, 2
1053, 1
1056, 1
1058, 1
1060, 1
1061, 5
1062, 1
1063, 1
1064, 1
1065, 1
1066, 1
1067, 1
1068, 1
1069, 1
1070, 1
1071, 1
1072, 2
1073, 1
1075, 2
1077, 1
1078, 1
1079, 2
1080, 1
1081, 1
1084, 2
1085, 3
1086, 1
1087, 1
1089, 1
1090, 1
1092, 2
1093, 2
1094, 5
1095, 2
1096, 1
1098, 1
1100, 2
1102, 2
1105, 1
1107, 2
1108, 1
1110, 1
1112, 2
1113, 1
1114, 1
1115, 1
1116, 3
1118, 2
1119, 2
1120, 1
1121, 2
1123, 1
1124, 2
1126, 1
1127, 2
1128, 2
1129, 1
1130, 2
1133, 1
1134, 1
1135, 1
1137, 2
1138, 1
1139, 2
1141, 1
1142, 1
1144, 2
1145, 1
1146, 1
1147, 1
1149, 3
1151, 5
1152, 1
1154, 1
1155, 2
1157, 1
1158, 1
1159, 1
1161, 2
1162, 2
1165, 1
1167, 2
1168, 1
1169, 1
1170, 3
1172, 2
1173, 3
1175, 1
1176, 2
1177, 2
1180, 1
1181, 2
1187, 1
1191, 1
1193, 1
1197, 3
1198, 1
1199, 2
1201, 2
1204, 2
1206, 2
1207, 1
1209, 1
1210, 1
1211, 1
1212, 3
1215, 2
1217, 1
1219, 2
1220, 1
1221, 2
1222, 1
1224, 1
1226, 2
1227, 1
1230, 2
1232, 1
1233, 1
1234, 1
1236, 1
1237, 2
1239, 2
1241, 3
1242, 1
1243, 4
1244, 1
1245, 1
1247, 1
1248, 2
1251, 1
1253, 1
1254, 1
1255, 1
1256, 2
1257, 3
1259, 1
1260, 1
1261, 1
1265, 1
1266, 1
1267, 1
1268, 1
1270, 1
1271, 2
1272, 1
1274, 1
1276, 3
1278, 3
1279, 3
1281, 1
1284, 2
1286, 1
1288, 1
1289, 1
1290, 1
1293, 3
1294, 2
1295, 2
1296, 1
1297, 4
1298, 2
1300, 3
1302, 2
1303, 2
1305, 2
1307, 2
1308, 1
1309, 2
1313, 1
1315, 2
1316, 2
1317, 2
1319, 1
1320, 1
1321, 1
1323, 1
1324, 1
1327, 2
1328, 1
1329, 1
1330, 1
1331, 2
1334, 2
1336, 2
1337, 1
1342, 1
1343, 2
1344, 1
1345, 3
1346, 2
1347, 1
1348, 2
1349, 1
1350, 1
1352, 1
1353, 4
1356, 1
1358, 2
1359, 2
1360, 2
1361, 1
1362, 1
1363, 1
1364, 1
1366, 1
1367, 1
1369, 2
1370, 2
1371, 1
1372, 1
1375, 1
1376, 1
1377, 1
1378, 1
1379, 1
1380, 1
1383, 3
1384, 1
1385, 1
1387, 1
1388, 1
1389, 2
1390, 1
1391, 1
1392, 2
1393, 1
1394, 2
1395, 1
1396, 1
1397, 3
1398, 3
1400, 2
1401, 1
1403, 1
1404, 1
1405, 1
1406, 2
1409, 1
1410, 1
1411, 1
1413, 1
1414, 1
1418, 1
1420, 2
1426, 1
1428, 2
1430, 1
1431, 2
1433, 2
1434, 4
1435, 1
1436, 1
1437, 1
1439, 2
1440, 1
1441, 1
1442, 1
1445, 2
1446, 1
1447, 1
1449, 1
1452, 1
1454, 2
1456, 1
1459, 1
1460, 3
1461, 3
1463, 1
1466, 1
1468, 1
1469, 1
1472, 1
1473, 1
1475, 1
1476, 2
1477, 1
1478, 1
1479, 1
1483, 2
1485, 1
1486, 2
1487, 3
1489, 1
1490, 1
1492, 1
1493, 2
1494, 2
1495, 1
1496, 1
1503, 3
1504, 2
1505, 1
1506, 1
1507, 1
1509, 1
1512, 2
1516, 1
1517, 1
1519, 4
1520, 1
1521, 1
1522, 2
1523, 1
1524, 1
1525, 1
1526, 2
1527, 1
1528, 2
1530, 2
1533, 1
1534, 2
1536, 1
1538, 1
1539, 4
1541, 1
1543, 2
1545, 2
1546, 2
1547, 1
1549, 4
1550, 1
1551, 1
1552, 2
1554, 1
1555, 1
1557, 1
1558, 1
1562, 2
1563, 4
1565, 2
1567, 1
1569, 1
1571, 1
1572, 2
1573, 4
1574, 2
1576, 1
1580, 1
1582, 1
1584, 1
1585, 2
1586, 1
1587, 1
1589, 1
1592, 1
1594, 1
1595, 1
1599, 2
1600, 2
1601, 3
1603, 2
1604, 1
1608, 1
1610, 1
1611, 2
1613, 3
1615, 2
1616, 1
1619, 2
1621, 1
1625, 1
1626, 2
1627, 3
1628, 1
1629, 1
1630, 4
1632, 1
1633, 1
1635, 1
1636, 2
1637, 2
1638, 2
1640, 1
1641, 1
1642, 1
1645, 1
1647, 2
1649, 2
1650, 1
1651, 2
1652, 1
1655, 1
1657, 1
1658, 1
1659, 1
1661, 2
1662, 1
1663, 2
1664, 1
1666, 3
1668, 1
1670, 3
1671, 1
1673, 1
1674, 1
1676, 1
1677, 1
1678, 1
1681, 3
1682, 1
1683, 1
1684, 2
1687, 2
1688, 1
1689, 1
1691, 1
1692, 1
1695, 1
1697, 2
1698, 4
1699, 2
1700, 1
1701, 1
1705, 2
1707, 3
1709, 1
1710, 1
1712, 3
1713, 1
1714, 1
1716, 2
1717, 2
1718, 1
1719, 3
1720, 1
1722, 1
1723, 1
1724, 1
1725, 1
1727, 1
1729, 1
1730, 1
1734, 2
1735, 1
1736, 2
1738, 1
1739, 1
1741, 2
1742, 1
1743, 4
1744, 3
1745, 1
1746, 1
1748, 2
1749, 1
1750, 1
1755, 1
1756, 1
1757, 1
1760, 1
1762, 1
1763, 2
1765, 1
1766, 1
1768, 2
1769, 2
1772, 2
1773, 3
1775, 1
1777, 2
1778, 1
1779, 1
1781, 2
1782, 3
1785, 2
1787, 2
1788, 1
1789, 1
1790, 2
1792, 1
1793, 2
1795, 2
1797, 1
1800, 2
1808, 1
1809, 1
1810, 2
1813, 1
1814, 1
1815, 2
1817, 1
1818, 3
1819, 2
1820, 1
1821, 1
1823, 1
1824, 1
1825, 2
1826, 1
1827, 2
1828, 3
1829, 2
1831, 1
1832, 1
1834, 3
1835, 2
1836, 3
1837, 1
1839, 1
1840, 1
1842, 1
1844, 1
1845, 1
1846, 1
1848, 1
1850, 1
1851, 1
1852, 1
1853, 2
1855, 1
1857, 1
1858, 1
1860, 2
1861, 1
1863, 1
1864, 3
1868, 1
1869, 1
1870, 2
1871, 2
1873, 1
1876, 2
1877, 1
1879, 5
1880, 1
1881, 1
1882, 1
1884, 1
1887, 1
1890, 2
1891, 2
1892, 1
1894, 2
1895, 1
1897, 1
1898, 2
1899, 1
1901, 3
1902, 1
1903, 2
1904, 2
1905, 1
1906, 1
1907, 2
1910, 1
1911, 1
1912, 1
1913, 2
1914, 1
1915, 1
1916, 2
1917, 3
1919, 1
1920, 1
1922, 2
1923, 2
1924, 1
1925, 1
1929, 1
1930, 1
1931, 2
1932, 2
1933, 2
1934, 2
1935, 2
1940, 1
1942, 1
1943, 1
1944, 3
1946, 2
1948, 1
1950, 1
1951, 3
1952, 2
1953, 2
1955, 1
1956, 4
1958, 1
1960, 1
1961, 2
1967, 3
1969, 3
1971, 2
1972, 1
1973, 1
1974, 2
1976, 1
1977, 1
1978, 1
1979, 1
1980, 1
1981, 1
1982, 2
1983, 2
1984, 1
1986, 2
1987, 2
1988, 4
1989, 3
1990, 1
1993, 3
1994, 1
1997, 1
1998, 1
1999, 1
2001, 2
2002, 2
2003, 2
2004, 1
2005, 2
2006, 3
2008, 1
2009, 2
2011, 1
2013, 1
2016, 1
2017, 1
2019, 1
2022, 1
2026, 1
2027, 2
2028, 1
2031, 2
2032, 1
2035, 1
2037, 2
2041, 4
2043, 2
2045, 1
2046, 1
2049, 1
2051, 2
2052, 2
2053, 1
2054, 1
2055, 1
2056, 2
2059, 1
2060, 1
2062, 1
2063, 3
2064, 2
2066, 1
2067, 1
2068, 2
2072, 3
2073, 1
2075, 2
2077, 1
2078, 1
2080, 1
2084, 2
2086, 1
2088, 1
2089, 1
2090, 1
2091, 2
2092, 1
2093, 2
2094, 1
2095, 2
2097, 1
2099, 2
2100, 1
2101, 2
2103, 1
2105, 2
2109, 2
2110, 1
2111, 2
2112, 1
2113, 3
2114, 2
2115, 1
2116, 1
2118, 2
2121, 1
2122, 1
2124, 1
2125, 4
2128, 1
2129, 1
2130, 1
2131, 1
2132, 1
2135, 1
2136, 1
2137, 1
2138, 1
2140, 3
2141, 2
2143, 1
2144, 1
2145, 2
2146, 2
2147, 2
2148, 1
2150, 2
2151, 2
2154, 1
2155, 1
2158, 1
2159, 1
2160, 1
2161, 2
2162, 3
2163, 1
2165, 1
2166, 1
2167, 2
2168, 1
2170, 3
2171, 1
2175, 1
2177, 1
2179, 3
2181, 1
2183, 2
2184, 1
2185, 1
2186, 1
2187, 1
2189, 2
2190, 2
2192, 1
2193, 1
2194, 2
2196, 1
2198, 3
2200, 1
2201, 1
2202, 2
2203, 2
2204, 3
2206, 3
2207, 1
2210, 1
2212, 1
2214, 3
2215, 1
2216, 1
2217, 2
2221, 1
2222, 1
2223, 1
2224, 2
2225, 1
2226, 1
2227, 1
2228, 1
2229, 2
2231, 1
2232, 1
2233, 2
2234, 1
2235, 1
2237, 1
2238, 4
2240, 2
2244, 1
2245, 2
2248, 2
2249, 3
2250, 2
2252, 2
2254, 1
2255, 1
2256, 1
2257, 1
2258, 1
2260, 2
2261, 1
2263, 4
2264, 1
2265, 1
2266, 2
2267, 1
2268, 1
2269, 3
2273, 1
2275, 1
2276, 1
2277, 1
2278, 1
2279, 2
2281, 1
2282, 4
2283, 1
2284, 1
2285, 1
2286, 2
2287, 1
2290, 2
2294, 1
2299, 1
2300, 1
2301, 1
2303, 1
2305, 2
2306, 2
2308, 1
2311, 1
2312, 1
2314, 1
2317, 1
2319, 1
2322, 1
2323, 2
2327, 1
2328, 1
2331, 1
2332, 2
2334, 1
2335, 1
2336, 3
2338, 3
2340, 1
2341, 2
2342, 1
2343, 3
2345, 1
2346, 2
2347, 1
2348, 1
2349, 1
2350, 1
2351, 2
2352, 3
2353, 1
2354, 2
2356, 1
2358, 2
2359, 1
2360, 1
2366, 1
2367, 2
2368, 1
2369, 1
2370, 3
2373, 2
2375, 1
2376, 1
2377, 2
2379, 2
2381, 3
2382, 1
2383, 1
2385, 2
2389, 3
2391, 1
2392, 1
2393, 3
2394, 2
2395, 2
2396, 1
2400, 2
2401, 1
2402, 1
2404, 2
2406, 1
2407, 4
2408, 1
2410, 1
2411, 1
2413, 2
2414, 1
2415, 1
2416, 1
2418, 1
2419, 1
2420, 2
2421, 2
2423, 2
2424, 5
2426, 4
2427, 1
2429, 2
2430, 1
2431, 2
2432, 1
2433, 1
2436, 2
2437, 3
2439, 2
2442, 2
2443, 2
2446, 1
2447, 1
2448, 3
2449, 1
2450, 2
2451, 1
2452, 2
2453, 1
2456, 1
2457, 2
2459, 3
2460, 1
2462, 1
2463, 1
2464, 1
2465, 2
2466, 3
2467, 1
2470, 1
2471, 2
2472, 1
2473, 2
2474, 1
2476, 1
2477, 2
2478, 1
2479, 2
2480, 3
2484, 1
2485, 2
2487, 2
2488, 1
2492, 1
2494, 1
2495, 1
2497, 1
2498, 2
2502, 1
2504, 3
2505, 3
2506, 2
2507, 2
2508, 3
2509, 3
2511, 1
2513, 2
2515, 3
2517, 1
2518, 1
2519, 2
2521, 1
2522, 1
2523, 1
2524, 1
2526, 1
2530, 2
2531, 2
2532, 1
2533, 1
2534, 1
2537, 4
2538, 2
2540, 1
2542, 1
2543, 1
2544, 1
2545, 2
2547, 1
2550, 1
2551, 1
2552, 4
2553, 2
2555, 2
2556, 2
2557, 2
2558, 2
2559, 2
2560, 3
2561, 2
2562, 1
2563, 2
2565, 2
2566, 1
2567, 1
2568, 2
2569, 2
2570, 1
2571, 3
2572, 2
2573, 2
2576, 1
2577, 1
2579, 2
2581, 2
2582, 2
2585, 2
2588, 1
2591, 4
2592, 2
2593, 1
2594, 2
2597, 1
2600, 1
2601, 1
2604, 1
2605, 2
2606, 1
2608, 1
2609, 1
2611, 2
2612, 1
2613, 2
2614, 1
2615, 3
2616, 1
2618, 2
2619, 1
2620, 2
2621, 1
2623, 4
2625, 2
2627, 2
2628, 2
2629, 2
2630, 2
2631, 1
2632, 2
2634, 2
2635, 1
2636, 2
2639, 1
2640, 2
2641, 1
2644, 1
2645, 1
2647, 1
2648, 1
2649, 1
2650, 1
2651, 1
2653, 1
2654, 3
2657, 1
2658, 1
2659, 1
2660, 1
2662, 1
2663, 2
2665, 2
2666, 2
2668, 1
2669, 1
2674, 1
2676, 1
2677, 2
2679, 1
2681, 1
2682, 1
2683, 1
2685, 1
2686, 2
2690, 2
2693, 1
2695, 1
2696, 1
2697, 1
2698, 2
2699, 1
2700, 1
2701, 2
2702, 1
2703, 2
2704, 1
2705, 1
2706, 2
2707, 1
2709, 1
2710, 1
2713, 2
2714, 4
2715, 1
2716, 2
2718, 1
2719, 2
2720, 2
2724, 1
2726, 1
2731, 4
2732, 1
2733, 1
2734, 2
2735, 1
2736, 1
2737, 1
2740, 2
2741, 1
2742, 1
2743, 2
2744, 1
2745, 2
2747, 1
2748, 1
2750, 1
2751, 1
2752, 2
2753, 1
2756, 1
2758, 2
2759, 1
2760, 1
2761, 1
2762, 1
2763, 2
2764, 2
2765, 1
2767, 1
2770, 1
2771, 4
2772, 1
2773, 2
2774, 3
2775, 1
2777, 4
2779, 1
2781, 1
2782, 1
2783, 4
2784, 1
2786, 1
2788, 2
2789, 1
2790, 3
2792, 3
2793, 1
2794, 1
2795, 2
2796, 2
2800, 1
2801, 1
2802, 1
2803, 2
2804, 1
2805, 2
2806, 2
2808, 2
2809, 1
2810, 1
2812, 1
2814, 2
2816, 1
2818, 3
2819, 2
2820, 1
2821, 1
2825, 1
2826, 4
2827, 1
2828, 1
2829, 1
2831, 3
2832, 1
2833, 2
2834, 3
2835, 2
2836, 2
2837, 1
2838, 2
2839, 2
2841, 1
2842, 1
2843, 1
2847, 3
2848, 2
2851, 1
2852, 1
2854, 1
2856, 1
2857, 1
2858, 1
2859, 1
2860, 1
2861, 3
2863, 1
2864, 1
2865, 2
2867, 2
2868, 1
2869, 3
2870, 1
2871, 1
2873, 1
2875, 1
2876, 2
2877, 1
2880, 1
2881, 1
2882, 1
2883, 2
2884, 2
2885, 2
2886, 2
2888, 1
2889, 1
2890, 1
2891, 1
2893, 2
2895, 2
2896, 2
2897, 1
2898, 2
2899, 1
2900, 1
2902, 2
2903, 3
2904, 2
2905, 1
2906, 1
2907, 1
2908, 1
2911, 1
2912, 1
2913, 1
2914, 2
2915, 1
2918, 2
2920, 1
2922, 2
2923, 1
2924, 2
2925, 2
2928, 2
2930, 1
2932, 2
2936, 1
2937, 2
2939, 1
2941, 1
2942, 1
2943, 1
2944, 1
2945, 2
2946, 2
2947, 1
2950, 2
2951, 2
2952, 1
2953, 1
2954, 1
2955, 1
2957, 2
2958, 1
2959, 1
2960, 2
2961, 2
2964, 2
2965, 1
2966, 1
2967, 1
2968, 1
2969, 2
2971, 2
2972, 1
2973, 2
2975, 2
2978, 2
2979, 1
2980, 1
2981, 3
2985, 2
2987, 3
2989, 2
2990, 2
2992, 2
2993, 2
2995, 2
2998, 2
2999, 2
3000, 2
3004, 1
3005, 1
3006, 1
3009, 1
3010, 1
3011, 1
3012, 1
3013, 1
3016, 2
3019, 1
3021, 1
3023, 2
3025, 2
3026, 2
3027, 1
3029, 1
3033, 2
3034, 1
3035, 1
3037, 1
3038, 2
3039, 2
3041, 1
3042, 4
3043, 4
3045, 4
3046, 2
3051, 4
3054, 1
3055, 2
3056, 2
3060, 2
3063, 1
3064, 1
3065, 2
3066, 1
3067, 2
3068, 1
3069, 2
3070, 1
3072, 1
3073, 2
3075, 1
3076, 2
3077, 3
3078, 2
3080, 1
3082, 4
3083, 1
3086, 1
3090, 1
3091, 1
3092, 3
3093, 1
3095, 3
3096, 2
3098, 2
3100, 1
3101, 2
3103, 1
3104, 1
3105, 2
3106, 1
3107, 2
3108, 4
3110, 1
3111, 3
3114, 1
3119, 1
3120, 1
3122, 1
3123, 1
3124, 1
3125, 2
3126, 2
3127, 2
3129, 3
3131, 1
3134, 2
3136, 1
3138, 2
3139, 2
3140, 1
3143, 1
3145, 1
3146, 1
3147, 1
3148, 3
3149, 2
3157, 4
3159, 1
3160, 1
3162, 3
3164, 1
3167, 1
3168, 1
3169, 3
3170, 1
3171, 1
3173, 2
3174, 2
3175, 2
3180, 1
3184, 1
3186, 1
3187, 3
3188, 1
3190, 1
3195, 2
3197, 1
3199, 1
3201, 1
3206, 1
3208, 1
3209, 1
3210, 2
3211, 2
3212, 1
3213, 2
3216, 1
3217, 2
3218, 1
3219, 1
3220, 2
3221, 1
3222, 2
3223, 3
3224, 2
3225, 3
3227, 3
3228, 1
3230, 1
3232, 1
3233, 1
3234, 4
3236, 3
3237, 1
3239, 2
3240, 3
3241, 2
3242, 1
3243, 1
3245, 3
3247, 1
3248, 1
3249, 1
3250, 1
3251, 1
3254, 1
3256, 1
3257, 1
3258, 2
3259, 1
3260, 1
3261, 1
3263, 2
3264, 1
3266, 1
3268, 2
3269, 1
3270, 1
3273, 1
3274, 1
3276, 1
3277, 1
3279, 2
3280, 1
3283, 1
3284, 2
3285, 4
3289, 3
3290, 2
3292, 4
3293, 3
3294, 2
3296, 1
3297, 2
3299, 2
3300, 2
3302, 1
3303, 2
3309, 1
3312, 3
3313, 1
3314, 2
3316, 3
3317, 2
3322, 1
3327, 2
3328, 1
3329, 2
3332, 3
3333, 1
3334, 3
3335, 1
3337, 1
3338, 1
3340, 2
3341, 1
3342, 1
3343, 2
3344, 1
3345, 1
3346, 1
3348, 3
3349, 3
3351, 1
3352, 1
3353, 1
3354, 1
3357, 1
3358, 2
3359, 2
3362, 1
3363, 1
3365, 1
3366, 1
3368, 1
3370, 1
3371, 1
3374, 2
3375, 1
3377, 2
3379, 2
3380, 1
3381, 2
3382, 1
3384, 1
3385, 1
3386, 2
3387, 1
3389, 1
3390, 2
3391, 2
3392, 1
3395, 1
3396, 1
3399, 1
3400, 1
3401, 1
3402, 3
3403, 2
3404, 1
3409, 1
3410, 1
3414, 1
3416, 1
3417, 1
3419, 1
3420, 1
3422, 1
3423, 1
3425, 1
3426, 1
3427, 1
3431, 1
3433, 1
3435, 2
3437, 1
3438, 2
3439, 2
3440, 3
3441, 2
3443, 3
3444, 1
3445, 1
3448, 2
3451, 1
3453, 3
3455, 2
3456, 2
3457, 1
3458, 1
3460, 2
3462, 1
3464, 2
3468, 1
3469, 2
3470, 1
3471, 1
3473, 3
3477, 2
3480, 3
3481, 1
3482, 2
3483, 3
3484, 1
3485, 1
3486, 1
3488, 1
3489, 2
3490, 1
3492, 2
3494, 2
3496, 1
3497, 2
3499, 2
3501, 3
3502, 2
3503, 1
3504, 1
3505, 2
3506, 2
3508, 2
3510, 2
3511, 1
3512, 1
3513, 1
3515, 1
3516, 1
3517, 1
3518, 1
3519, 2
3520, 1
3521, 1
3523, 1
3524, 2
3525, 2
3526, 2
3527, 1
3528, 1
3531, 3
3532, 1
3534, 4
3536, 3
3539, 2
3540, 2
3542, 1
3543, 1
3544, 1
3545, 2
3546, 1
3548, 2
3549, 2
3551, 2
3552, 1
3553, 2
3554, 2
3555, 2
3556, 1
3557, 1
3558, 1
3559, 3
3561, 1
3562, 2
3563, 1
3564, 3
3565, 1
3566, 1
3569, 1
3570, 2
3571, 2
3572, 1
3573, 1
3575, 2
3576, 1
3577, 1
3579, 1
3582, 1
3584, 1
3586, 4
3587, 2
3589, 1
3591, 1
3593, 2
3594, 4
3595, 3
3597, 6
3598, 1
3599, 2
3600, 1
3601, 1
3602, 2
3603, 1
3604, 2
3605, 1
3606, 1
3607, 1
3613, 2
3614, 1
3615, 2
3616, 2
3619, 3
3620, 1
3625, 1
3626, 1
3629, 3
3630, 1
3631, 3
3632, 1
3634, 1
3635, 1
3636, 2
3637, 1
3638, 2
3639, 1
3640, 3
3641, 2
3642, 2
3643, 2
3645, 1
3646, 3
3647, 2
3649, 1
3650, 1
3651, 2
3652, 3
3654, 2
3656, 1
3657, 2
3659, 1
3660, 1
3663, 2
3664, 2
3665, 1
3666, 1
3670, 1
3672, 1
3674, 2
3678, 1
3679, 1
3680, 1
3685, 1
3686, 2
3687, 2
3689, 1
3690, 1
3691, 1
3693, 1
3695, 2
3696, 2
3697, 1
3699, 1
3700, 3
3704, 1
3705, 2
3708, 2
3711, 1
3712, 3
3713, 2
3714, 2
3716, 3
3719, 1
3722, 3
3723, 1
3724, 1
3725, 1
3726, 2
3727, 1
3728, 1
3729, 2
3730, 1
3731, 1
3733, 2
3734, 2
3735, 1
3736, 1
3737, 1
3738, 4
3743, 1
3746, 1
3748, 2
3749, 3
3751, 1
3752, 2
3753, 2
3754, 2
3755, 2
3760, 3
3763, 2
3764, 1
3765, 3
3766, 1
3767, 2
3768, 2
3769, 3
3772, 2
3773, 1
3774, 1
3775, 2
3776, 2
3777, 1
3778, 2
3779, 2
3780, 1
3781, 1
3783, 1
3785, 3
3786, 1
3788, 1
3789, 1
3790, 1
3791, 1
3792, 1
3793, 2
3794, 2
3795, 2
3796, 2
3798, 3
3799, 1
3800, 3
3801, 1
3804, 1
3805, 1
3808, 3
3810, 1
3811, 2
3812, 1
3814, 3
3815, 2
3817, 2
3818, 1
3822, 1
3823, 2
3824, 1
3825, 1
